Grupo,Nombre del producto,Tipo,Tutor(es)/Cotutor(es),Institución,Estudiante orientado,Programa académico,Tipo de orientación,DOI,Año,Valoración,Número de Páginas,Palabras,Area,Sectores 
GINNOVA,Diseño y levantamiento de los Procedimientos del proceso de Educación Formal de Comfenalco Tolima, Trabajos de grado de pregrado , CARLOS ANDRES PEREZ VARGAS, UNIVERSIDAD DE IBAGUÉ,Cristel Daniela Echeverry Barreto, Ingeniería Industrial, Tutor principal,,, , 0,,,
GINNOVA,"DISEÑO DE UN SISTEMA INTEGRADO DE GESTION BAJO LA NORMA BASC NTC ISO 6001 Y NTC ISO 28000, CASO TIENDA DE ROPA STWO.", Trabajo de grado de maestría o especialidad clínica , CARLOS ANDRES PEREZ VARGAS, UNIVERSIDAD DE IBAGUÉ,ADRIANA INES GRANADOS POVEDA, Ingeniería Industrial, Tutor principal,, 2019, Aprobada, 0,,,
GINNOVA,Efectos de la educación superior atribuible al Programa de ingenieria industrial de la Universidad de Ibagué sobre el aprendizaje estudiantil, Trabajos de grado de pregrado , CARLOS ANTONIO MEISEL DONOSO, UNIVERSIDAD DE IBAGUÉ,Natalia Marulanda Fraume, Ingeniería Industrial, Tutor principal,, 2018, Distincion meritoria, 0,,,
GINNOVA,Estudio de las relaciones colaborativas en una cadena de suministros: Caso Proyecto Cabreúva Brasil, Trabajos de grado de pregrado ," CARLOS ANTONIO MEISEL DONOSO , JOSE DAVID MEISEL DONOSO", UNIVERSIDAD DE IBAGUÉ,Daniel Felipe Guevara Leguizamón, Ingeniería Industrial, Tutor principal,, 2019, Aprobada, 74,,,
GINNOVA,Diseño De Un Sistema De Gestión De Calidad Conforme A La Norma ISO 9001:2015 Para Sanar Salud IPS, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Andrés Gustavo Murillo Arce, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 104,,,
GINNOVA,Caracterización de las configuraciones flexibles en el sector productivo del Departamento del Tolima., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Ana Lucía Betancourt Oliveros, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 39,,,
GINNOVA,FORMULACIÓN DE UN MODELO DE GESTIÓN PARA LA SEGURIDAD LOGÍSTICA DE LAS EMPRESAS DE TRANSPORTE DE CARGA TERRESTRE FILIALES A CEMEX TRANSPORTES DE COLOMBIA S.A., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Ana Milena Atehortua Leal, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 78,,,
GINNOVA,Formulación de Heurística para minimizar la tardanza total ponderada en el problema de Scheduling Job-shop flexible, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,David Alejandro Pérez Hernández , Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 27,,,
GINNOVA,Formulación de heurística para minimizar el makespan en el problema de scheduling job-shop flexible, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Ivan Esteban Valdes Guayara, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 28,,,
GINNOVA,ESTUDIO DE LAS RELACIONES COLABORATIVAS EN UNA CADENA DE SUMINISTRO: CASO PROYECTO BRASIL, Trabajos de grado de pregrado ," CARLOS ANTONIO MEISEL DONOSO , JOSE DAVID MEISEL DONOSO", UNIVERSIDAD DE IBAGUÉ,HUMBERTO ALEJANDRO BARRERO ARCINIEGAS, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 84,,,
GINNOVA,ESTUDIO DE LAS RELACIONES COLABORATIVAS EN UNA CADENA DE SUMINISTRO: CASO PROYECTO BRASIL 2, Trabajos de grado de pregrado ," CARLOS ANTONIO MEISEL DONOSO , JOSE DAVID MEISEL DONOSO", UNIVERSIDAD DE IBAGUÉ,Angie Natalia Grajales Enamorado, Ingeniería Industrial, Coturor/asesor,, 2018, Aprobada, 66,,,
GINNOVA,Estudio de las relaciones colaborativas en una cadena de suministros: Un caso de aplicación a la Administración de proyectos - Caso Italia, Trabajos de grado de pregrado ," CARLOS ANTONIO MEISEL DONOSO , JOSE DAVID MEISEL DONOSO", UNIVERSIDAD DE IBAGUÉ,DIEGO MAURICIO PABON RAMIREZ, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 75,,,
GINNOVA,Propuesta de mejoramiento de la estructura organizacional de la comercializadora de hilazas Fibrandina SAS Ibagué- Tolima, Trabajos de grado de pregrado , CARLOS ANTONIO MEISEL DONOSO, UNIVERSIDAD DE IBAGUÉ,David Tovar y Jennifer Martinez, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 51,,,
GINNOVA,Determinación de las condiciones de proceso para el aseguramiento de una de las variables críticas de calidad en el café industrializado: El Caso del Contenido de Ocratoxina A, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Edna Margarita Cañon Leonel, Maestría en Gerencia de la Calidad, Tutor principal,, 2018, Aprobada, 45,,,
GINNOVA,PROPUESTA DE UNA HEURISTICA PARA OPTIMIZAR CRITERIOS REGULARES EN EL PROBLEMA DE SCHEDULING JOB-SHOP FLEXIBLE, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Álvaro Rodrigo Gasca Ramirez, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 50,,,
GINNOVA,APLICACIÓN DE HEURISTICAS DE BUSQUEDA LOCAL PARA OPTIMIZAR CRITERIOS REGULARES EN GRAFICAJAS M.N.V, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Mayra Alejandra Villanueva Cuartas, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 44,,,
GINNOVA,Selección y evaluación de un modelo de gestión de inventarios para los productos más representativos de Grupo Empresarial Dsierra, Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Noel Felipe Delgado Ortiz, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 73,,,
GINNOVA,HEURISTICA PARETIANA PARA OPTIMIZAR CRITERIOS REGULARES ADAPTABLES A LAS CONFIGURACIONES FLEXIBLES EN EL TOLIMA. CASO GRAFICAJAS, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Ivan Santos Monedero, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 57,,,
GINNOVA,Caracterización de los programa de investigación y transferencia 	 ¿PRIT¿ para la industria de servicios de alto valor agregado de la universidad de Ibagué., Trabajos de grado de pregrado ," CARLOS ANDRES PEREZ VARGAS , MARTHA LUCIA PEREZ URREGO", UNIVERSIDAD DE IBAGUÉ,FRANCISCO JAVIER CRUZ RODRIGUEZ; DIEGO ALEXANDER SANABRIA LUNA, Ingeniería Industrial, Tutor principal,, 2018, Aprobada, 14,,,
GINNOVA,ANÁLISIS Y PROPUESTA DE ALTERNATIVAS DE MEJORAMIENTO PARA LA CADENA LOGÍSTICA DE PRODUCTOS HORTOFRUTÍCOLAS EN EL TOLIMA. CASO APLICADO A CAJAMARCA Y SU ZONA DE INFLUENCIA, Trabajo de grado de maestría o especialidad clínica ," HELGA PATRICIA BERMEO , NELSON JAVIER TOVAR PERILLA", UNIVERSIDAD DE IBAGUÉ,Luis Felipe Lozada Valencia, Maestría en Gestión Industrial, Tutor principal,, 2018, Aprobada, 200,,,
GINNOVA,"Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio en el centro de acopio de la Asociación de Productores de Frutos de Fresno, ASOFRUTOS", Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Gabriel Santiago Garzón Sanchez , Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 87,,,
GINNOVA,Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio en el centro de acopio Cooperativa Autónoma Regional de Cajamarca (CARC), Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Aida Catalina Ramirez Cardozo, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 72,,,
GINNOVA,Diseño de un sistema de gestión de calidad según la NTC ISO 9001:2015 en la placita campesina de Ibagué, Trabajos de grado de pregrado , CARLOS ANDRES PEREZ VARGAS, UNIVERSIDAD DE IBAGUÉ,Catherine Julieth Urrea Arias , Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 0,,,
GINNOVA,Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio centro de acopio del resguardo indígena de Totarco, Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Daniela Santacruz Gutierrez, Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 89,,,
GINNOVA,CARACTERIZACION DEL SECTOR ECONOMICO EMPRESARIAL DE LA LINEA DE INVESTIGACIÓN AGROINDUSTRIA INNOVADORA DE BASE TECNOLOGICA, Trabajos de grado de pregrado ," CARLOS ANDRES PEREZ VARGAS , MARTHA LUCIA PEREZ URREGO", UNIVERSIDAD DE IBAGUÉ,SERGIO ANDRES BELTRAN ROJAS; JUAN DAVID LOPEZ TORRES, Ingeniería Industrial, Coturor/asesor,, 2017, Aprobada, 0,,,
GINNOVA,MODELO PARA LA GESTIÓN DE LA CALIDAD EN HOSPITALES BASADO EN EL NTC: ISO 9001:2015 Y EL SUA. CASO INSTITUTO DEL CORAZÓN, Trabajo de grado de maestría o especialidad clínica , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Laura Elena Quinguerejo Prada, MAESTRIA EN GERENCIA DE LA CALIDAD, Tutor principal,, 2018, Aprobada, 85,,,
GINNOVA,Plan de diagnóstico y acompañamiento con fin exportador a productores de aguacate Hass en el Tolima, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Jefferson Ricardo Galindo Hernández, Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 70,,,
GINNOVA,Plan de diagnóstico y acompañamiento con fin exportador a productores de granadilla en el Tolima, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Daniela García García, Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 65,,,
GINNOVA,Plan de diagnóstico y acompañamiento con fin exportador a productores de mango en el Tolima, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Sully Carolina Quiroga Acosta, Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 81,,,
GINNOVA,Plan de diagnóstico y acompañamiento con fin exportador a productores de lima Tahití en el Tolima, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Angie Marcela Ramírez Rubio, Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 59,,,
GINNOVA,"Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio del centro de acopio de la asociación de productores de frutos de Fresno, Asofrutos", Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Gabriel Santiago Garzón Sánchez, Ingeniería Industrial, Coturor/asesor,, 2018, Aprobada, 0,,,
GINNOVA,Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio centro de acopio del resguardo indígena de Totarco-Coyaima., Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Daniela Santacruz Gutierrez, Ingeniería Industrial, Coturor/asesor,, 2016, Aprobada, 0,,,
GINNOVA,Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio en el centro de acopio Cooperativa Autónoma Regional de Cajamarca - CARC, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Aida Catalina Ramirez Cardozo, Ingeniería Industrial, Coturor/asesor,, 2017, Aprobada, 0,,,
GINNOVA,La coordinación inter-organizacional en los procesos logísticos de preparación de emergencias y desastres, Tesis de doctorado ,A CARDENAS AGUIRRETutor(es)/Cotutor(es): JOSE DAVID MEISEL DONOSO, UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES,JUAN CAMILO LOPEZ VARGA, DOCTORADO EN INGENIERÍA  INDUSTRIA Y ORGANIZACIONES, Coturor/asesor,, 2021, Aprobada, 374,,,
GINNOVA,caracterización de la operación logística en la cadena de suministro primaria del sector minero aurífero en la región centro de Colombia: una propuesta para la mejora en la labor de abastecimiento., Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,MARIA EMMA RENGIFO JALABE, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 0,,,
GINNOVA,DISEÑO DE UNA HERRAMIENTA COMPUTACIONAL PARA LA PROGRAMACION DE CIRUGIAS. CASO CLINICA DEL CORAZON DE IBAGUE, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Luis Fernando Corredor Rengifo, Ingeniería Industrial, Tutor principal,, 2017, Distincion meritoria, 50,,,
GINNOVA,"AUTOEVALUACIÓN DE PROGRANAS DE MAESTRIA, CASO MAESTRIA EN GERENCIA DE LA CALIDAD", Trabajos de grado de pregrado ," CARLOS ANDRES PEREZ VARGAS , MARTHA LUCIA PEREZ URREGO", UNIVERSIDAD DE IBAGUÉ,Luisa María Urrego Troncoso, Ingeniería Industrial, Coturor/asesor,, 2019, Aprobada, 0,,,
GINNOVA,Políticas de gestión de inventario para los productos más representativos de la farmacia de la Clínica Tolima, Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Julian Alejandro Piedrahita, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 90,,,
GINNOVA,"Plan de diagnóstico y mejoramiento de la operación logística de los principales centros de acopio primarios de la cadena hortofrutícola del Tolima. Caso de estudio en el centro de acopio asociación campesina del Cañón del Combeima, ASOCOMBEIMA.", Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Ivan Rene Pinzón Cardenas , Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 59,,,
GINNOVA,CARACTERIZACIÓN DEL SECTOR DE LA CONSERVACIÒN Y APROVECHAMIENTO ECOEFICIENTE DE LOS RECURSOS NATURALES Y EL MEDIO AMBIENTE, Trabajos de grado de pregrado ," CARLOS ANDRES PEREZ VARGAS , MARTHA LUCIA PEREZ URREGO", UNIVERSIDAD DE IBAGUÉ,NANCY ANDREA CUELLAR PEÑA; TATIANA ANDREA JIMENEZ RAMIREZ, Ingeniería Industrial, Coturor/asesor,, 2017, Aprobada, 0,,,
GINNOVA,Estudio de viabilidad técnico-financiero para el aprovechamiento agroindustrial e integral de la lima Tahití (Citrus Latifolia) en el Tolima, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Miguel Angel Criollo  Ramírez , Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 40,,,
GINNOVA,Estrategias lean aplicables a hospitales públicos regionales del Tolima: revisión de literatura, Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Andrea Marcela Sanchez, Ingenieria industrial, Tutor principal,, 2017, Aprobada, 74,,,
GINNOVA,Estudio de viabilidad técnico-financiero para el aprovechamiento agroindustrial del mango (mangifera indica) en el departamento del Tolima, Trabajos de grado de pregrado , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,María Elena Rúa Beltrán, Ingeniería Industrial, Tutor principal,, 2017, Aprobada, 48,,,
GINNOVA,"PROPUESTA OPERATIVA PARA EL APROVISIONAMIENTO, ALMACENAMIENTO Y DISTRIBUCIÓN FÍSICA DE LOS INVENTARIOS EN LA COMERCIALIZADORA DELTA", Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Sergio Alejandro Herrera Rivera, Ingeniería Industrial, Tutor principal,, 2016, Aprobada, 188,,,
GINNOVA,"Estrategias de Calidad de la Gestión del CREAD Ibagué-idead, basado en el Criterio de Administración de la Información del Premio Colombiano a la Calidad en la Gestión", Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,María Magdalena Pinto Villamil, Gerencia de la Calidad, Tutor principal,, 2016, Aprobada, 115,,,
GINNOVA,Mejora en la Gestión Documental en el Hospital María Inmaculada de Rioblanco Tolima, Trabajos de grado de pregrado ,"TIAN PELAEZ ZUNIGA , MONICA DEL PILAR ALVAREZ BUSTOS", UNIVERSIDAD DE IBAGUÉ,Laura Estefany Carranza Roa, Administración de Negocios Internacionales, Asesor de orientacion,, 2015, Aprobada, 0,,,
GINNOVA,Banco de Proyectos de Inversión Municipal BPIM Rioblanco -Tolima, Trabajos de grado de pregrado ,"TIAN PELAEZ ZUNIGA , MONICA DEL PILAR ALVAREZ BUSTOS", UNIVERSIDAD DE IBAGUÉ,Sergio Antonio González Torres, Ingeniería Industrial, Asesor de orientacion,, 2015, Aprobada, 79,,,
GINNOVA,Propuesta de un modelo de Gestión de la Cartera en el Hospital María Inmaculada de Rioblanco Tolima, Trabajos de grado de pregrado , JUAN SEBASTIAN PELAEZ ZUNIGA, UNIVERSIDAD DE IBAGUÉ,Yenig Fernanda Zabala Montiel, Administración Financiera, Tutor principal,, 2015, Aprobada, 0,,,
GINNOVA,la gestión digital como herramienta para ganar eficiencia en los procesos de administración de la información del área de investigaciones en la Universidad, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Felipe Alexander Montaña Guzmán, Maestría en Gestión Industrial, Coturor/asesor,, 2018, Aprobada, 65,,,
GINNOVA,La gestión digital como herramienta para ganar eficiencia en los procesos de administración de la información del área de investigaciones en la Universidad de Ibagué, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Felipe Montaña Guzmán , Maestría en Gestión Industrial, Coturor/asesor,, 2018, Aprobada, 65,,,
GINNOVA,Diseño de un Sistema Integrado de Gestión de Calidad para los operadores de servicios turísticos de la ciudad de Ibagué., Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Luis Alberto Mejia, Gerencia de la Calidad, Tutor principal,,nero , , 0,,,
GINNOVA,"Herramientas de medición, aplicación y mejora de la capacidad de proceso para caso de aplicación", Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Carlos Andrés Pérez Vargas, Gerencia de la Calidad, Tutor principal,, 2016, Distincion meritoria, 100,,,
GINNOVA,Diseño de un sistema de gestión de calidad que intregre la norma ISO 9001:2008 y los modelos de gestión en salud de acuerdo a la resolución 00123 de 2012 Manual Único de Estándares de Acreditación en Salud como modelo para una institución de Salud., Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Laura Elena Quinguerejo Prada, Gerencia de la Calidad, Tutor principal,,nero , , 0,,,
GINNOVA,"Diseño, implementación y evaluación de la NTC 6001 en una MYPE de comercio", Trabajo de grado de maestría o especialidad clínica , MARTHA LUCIA PEREZ URREGO, UNIVERSIDAD DE IBAGUÉ,Diana Marcela Carvajal Cifuentes, Gerencia de la Calidad, Tutor principal,, 2016, Aprobada, 120,,,
GINNOVA,DISEÑO DE UN MODELO DE GESTIÓN Y CONTROL DE INVENTARIOS PARA LA DISTRIBUIDORA TROPILIMA S.A.S, Trabajo de grado de maestría o especialidad clínica , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,JULIÁN ALONSO GARZÓN QUIROGA, Maestría en Gestión Industrial, Tutor principal,, 2018, Aprobada, 75,,,
GINNOVA,"Monografía ""Ajuste de las herramientas operacionales del Hospital San Juan Bautista del municipio de Chaparral""del Programa de Paz & Región de la Universidad de Ibagué", Trabajos de grado de pregrado , CLARA EUGENIA SEGOVIA BORRAY, UNIVERSIDAD DE IBAGUÉ,Norma Alejandra Barreto , Paz & Región, Tutor principal,, 2014, Aprobada, 100,,,
GINNOVA,"Monografía ""Diagnóstico del Sistema de Acueducto y Fortalecimiento al Seguimiento al Plan de Desarrollo Municipal"" del Programa de Paz & Región de la Universidad de Ibagué", Trabajos de grado de pregrado , CLARA EUGENIA SEGOVIA BORRAY, UNIVERSIDAD DE IBAGUÉ,Diana Alejandra Aponte y Brigeth Vanessa Tintinago Bravo , Administración de Negocios Internacionales, Tutor principal,, 2014, Aprobada, 50,,,
GINNOVA,Modelo de planeación y programación de cirugías en Ibagué: caracterización del servicio, Trabajos de grado de pregrado , CAROLINA SAAVEDRA MORENO, UNIVERSIDAD DE IBAGUÉ,Viviana Marcela Fonseca Alfonso, Ingeniería Industrial, Tutor principal,, 2015, Aprobada, 48,,,
GINNOVA,ANÁLISIS Y PROPUESTA DE ALTERNATIVAS DE MEJORAMIENTO PARA LA CADENA LOGÍSTICA DE PRODUCTOS HORTOFRUTÍCOLAS EN EL TOLIMA. CASO APLICADO A MARIQUITA Y SU ZONA DE INFLUENCIA, Trabajo de grado de maestría o especialidad clínica , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,JAIME ALBERTO CUSTODIO VILLADA GARCÉS, Maestría en Gestión Industrial, Tutor principal,, 2016, Aprobada, 87,,,
GINNOVA,ANÁLISIS Y DISEÑO DE ALTERNATIVAS DE MEJORAMIENTO PARA LA CADENA LOGÍSTICA DE PRODUCTOS HORTOFRUTÍCOLAS EN EL TOLIMA. CASO APLICADO A IBAGUÉ Y SU ZONA DE INFLUENCIA, Trabajo de grado de maestría o especialidad clínica , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,OMAR ARLEY ARENAS QUIMBAYO, Maestría en Gestión Industrial, Tutor principal,, 2016, Aprobada, 0,,,
GINNOVA,Analisis de la coo-pentencia como estrategia para la competitividad en el Sector Turistico del Tolima. Caso Ruta Mutis, Trabajo de grado de maestría o especialidad clínica ," DORA LUZ GONZALEZ BANALES , HELGA PATRICIA BERMEO ANDRADE", UNIVERSIDAD DE IBAGUÉ,Clara Eugenia Segovia Borray, Maestría en Gestión Industrial, Tutor principal,,nero , , 100,,,
GINNOVA,Diseño de la red de distribución de la Avícola Triple A, Trabajo de grado de maestría o especialidad clínica , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Adriana Isabel Linares Vanegas, Ingeniería Industrial, Tutor principal,, 2015, Aprobada, 111,,,
GINNOVA,Sistema de información de historia laboral, Trabajos dirigidos/Tutorías de otro tipo ," JUAN SEBASTIAN PELAEZ ZUNIGA , PABLO ANDRES MORENO MONTALVO", UNIVERSIDAD DE IBAGUÉ,Cesar Augusto Ochoa Tovar, Ingeniería Electrónica, Coturor/asesor,, 2014, Aprobada, 34,,,
GINNOVA,Herramienta virtual para monitoreo del sistema de alcantarillado municipal de Chaparral, Trabajos de grado de pregrado ,"TIAN PELAEZ ZUNIGA , MONICA DEL PILAR ALVAREZ BUSTOS", UNIVERSIDAD DE IBAGUÉ,Diego Alejandro Calderón, Ingeniería Civil, Asesor de orientacion,, 2014, Aprobada, 60,,,
GINNOVA,Propuesta para la formulación de un modelo de programación de la producción mediante la optimización Multicriterio para la empresa León Gráficas Ltda, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,María Catalina Bonilla y María Garay, Ingeniería Industrial, Tutor principal,, 2015, Aprobada, 190,,,
GINNOVA,"ANÁLISIS DE LA COO-PETENCIA COMO ESTRATEGIA PARA LA COMPETITIVIDAD EN EL SECTOR TURÍSTICO DEL TOLIMA, CASO RUTA MUTIS", Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Clara Segovia Borray, Maestría en Gestión Industrial, Tutor principal,, 2016, Distincion meritoria, 0,,,
GINNOVA,"Guía metodológica para el diseño de implementación de un sistema integrado de gestión, aplicado a juzgados", Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Oscar Cárdenas Varón, Maestría en Gerencia de la Calidad, Tutor principal,, 2016, Aprobada, 0,,,
GINNOVA,"Modelo para la integración de valor dentro de la cadena de suministro en el sector turismo del Tolima, caso: Ruta Mutis", Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Juan Sebastian Peláez Zúñiga, Maestría en Gestión Industrial, Tutor principal,, 2016, Distincion meritoria, 0,,,
GINNOVA,Análisis y propuesta de alternativas de mejoramiento para la cadena logística de productos 	 hortofrutícolas en el Tolima. Caso aplicado a Ibagué y su zona de influencia, Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Omar Arley Arenas Quimbayo, Maestría en Gestión Industrial, Coturor/asesor,, 2016, Aprobada, 0,,,
GINNOVA,"Modelo para la Integración de Valor dentro de la Cadena de Suministro en el Sector Turismo del Tolima, Caso: Ruta Mutis", Trabajo de grado de maestría o especialidad clínica , HELGA PATRICIA BERMEO ANDRADE, UNIVERSIDAD DE IBAGUÉ,Juan Sebastián Peláez Zúñiga, Maestría en Gestión Industrial, Tutor principal,,nero , , 109,,,
GINNOVA,Análisis y propuesta de alternativas de mejoramiento para la cadena logística de productos 	 hortofrutícolas en el Tolima. Caso aplicado a Mariquita y su zona de influencia, Trabajo de grado de maestría o especialidad clínica ," HELGA PATRICIA BERMEO ANDRADE , NELSON JAVIER TOVAR", UNIVERSIDAD DE IBAGUÉ,Jaime Villada, Maestría en Gestión Industrial, Coturor/asesor,, 2016, Aprobada, 0,,,
GINNOVA,Propuesta para la integración de las tic al sector turístico de Ibagué, Trabajo de grado de maestría o especialidad clínica , DORA LUZ GONZALEZ BANALES, UNIVERSIDAD DE IBAGUÉ,Diego Salgado, Maestría en Gestión Industrial, Tutor principal,, 2014, Aprobada, 0,,,
GINNOVA,PROPUESTA PARA EL MEJORAMIENTO DE PROCESOS EN LA CONTRALORIA DEPARTAMENTAL DEL TOLIMA, Trabajos de grado de pregrado , NELSON JAVIER TOVAR PERILLA, UNIVERSIDAD DE IBAGUÉ,Yessica Amparo Rey Montealegre, Ingeniería Industrial, Tutor principal,, 2013, Aprobada, 100,,,
